Name,Type,Climate,Terrain,Frequency,Organization,Activity Cycle,Diet,Intelligence,% in Lair,Treasure,Alignment,No. Appearing,AC,Movement,HD,Thac0,No. Attacks,Damage,Special Attack,Special Defence,MR,Size,Morale,Psionic Ability,A/D Modees,Level,XP,Source,Edition
Amphitere,Dragon,Temperate or Tropical,Land,Rare,Solitary,Day,Carnivore,Animal (1),N/A,E,N,1-4,5,"15, Fl 25 (B)",5,15,1 or 2,1-4 or 1-4/1-6,Constriction; Poison,Nil,Nil,L (12'),7,Nil,Nil,N/A,975,Dragon248,2e
Ancestors,Outsider,Any,Sacred Mountains,Uncommon,Group,Any,Sacrifices,High (14),N/A,Nil,L,4-400,10,10,1,20,1,By weapon,Nil,+1 to hit,Nil,M,15-16,Nil,Nil,N/A,60,TSR 9507 - Shaman,2e
Ancient Mariner,Undead,Phlogiston,Any,Very Rare,Crew,Any,Nil,Very (11-12),N/A,H,CE,1-6,4,9,5+3,15,1,1-6,Energy drain,Special,Nil,M (5'),14,Nil,Nil,N/A,2000 (Captain: 3000),"TSR 2109 - Monstrous Compendium, Spelljammer Appendix",2e
Andeloid,Ooze,Any,Any,Very Rare,Solitary,Any,Parasite,Animal (Variable),N/A,Nil,N (as host),1,10 (as host),1 (as host),2 to 24 (plus hosts),19 or better (as host +1),1 (as host),Special (as host),Control victim (as host),"Immune to weapon, cold, and most spells (as host)",20%,"T (Spore), S (Ooze), Varies",20,Nil,Nil,N/A,Varies,Dragon159,2e
Android,Construct,N/A,N/A,N/A,N/A,N/A,N/A,Average (8-10),N/A,Nil,N,N/A,3,15,7 (35 hp),N/A,2,1-8(x2),Special,Special,Special,M,N/A,Nil,Nil,???,???,TSR 9033 - S3 - Expedition to the Barrier Peaks,1e
Anemone - Giant,Animal,Temperate to Tropical,Oceans,Very Rare,School,Any,Carnivore,Animal (1),N/A,Special,N,3-18,2,1/4,16,5,Special,Special,Special,Special,Nil,L (10'),11,Nil,Nil,N/A,12000,"TSR 2105 - Monstrous Compendium, Dragonlance",2e
Anemone - Giant,Animal,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),98%,Incidental,N,1 or 50-200,10,Sw 1,7,N/A,1-3,1-3 each,Paralytic poison; Entrapment; Swallow whole; Continuous damage,Nil,Standard,L,N/A,Nil,Nil,VI,875+8,Dragon116,1e
Anemone - Giant - Dragon,Animal,Tropical,Coasts and Oceans,Rare,Solitary,Any,Carnivore,Non (0),N/A,Nil,N,1,6 (8),Sw 1,7,13,10 per target,1-3(x10),Paralysis; Swallow whole,Nil,Nil,L (8'),19-20,Nil,Nil,N/A,1000,"TSR 2173 - Monstrous Compendium Annual, Volume Four",2e
Anemone - Giant - Lance,Animal,Temperate to Tropical,Oceans,Very Rare,School,Any,Carnivore,Animal (1),N/A,Special,N,3-18,2,2,16,5,Special,Special,Special,Special,Nil,L (10'),11,Nil,Nil,N/A,12000,"TSR 2173 - Monstrous Compendium Annual, Volume Four",2e
Angel - Angel,Outsider,N/A,N/A,Uncommon,N/A,N/A,N/A,High (13-14),0%,Nil,LG,1 or 1-4,-4,"9, Fl 18",6 to 8,N/A,1,4-24,Special,+1 to hit,50%,L (9'),N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Cherubim,Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Genius (17-18),0%,Nil,LG,1,-5,"12, Fl 30",166 hp,N/A,1,12-34 (2d12+10),Special,+3 to hit,85%,L (12'),N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Domination,Outsider,N/A,N/A,Rare,N/A,N/A,N/A,Exceptional (15-16),0%,Nil,LG,1,-2,"9, Fl 24",88 hp,N/A,1,5-60,Special,+2 to hit,65%,L (12'),N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Power,Outsider,N/A,N/A,Rare,N/A,N/A,N/A,Exceptional (15-16),0%,Nil,LG,1 or 1-3,-3,"9, Fl 24",14,N/A,1,2-24,Special,+2 to hit,65%,L (12'),N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Prinicipalities,Outsider,N/A,N/A,Rare,N/A,N/A,N/A,Exceptional (15-16),0%,Nil,LG,1,-4,"9, Fl 18",11,N/A,1,2-16,Special,+2 to hit,55%,M,N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Seraphim,Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Genius (17-18),0%,Nil,LG,1,-7,"12, Fl 24",199 hp,N/A,1,4-14,Special,+3 to hit,90%,Varies,N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Throne,Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Exceptional (15-16),0%,Nil,LG,1,-3,"9, Fl 24",133 hp,N/A,1 or 2,By weapon,Special,+2 to hit,75%,Varies,N/A,Nil,Nil,???,???,Dragon035,1e
Angel - Virtue,Outsider,N/A,N/A,Rare,N/A,N/A,N/A,Exceptional (15-16),0%,Nil,LG,1 or 2,-3,"9, Fl 24",10,N/A,1,2-12,Special,+2 to hit,65%,M (6-8'),N/A,Nil,Nil,???,???,Dragon035,1e
Angel- Archangel,Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Genius (17-18),0%,Nil,LG,1,-3,"9, Fl 24",11,N/A,1,6-24,Special,+2 to hit,55%,L (10'),N/A,Nil,Nil,???,???,Dragon035,1e
Angreden,Undead,Subarctic,Subterranean,Rare,Solitary or Small Groups,Night,Nil,Average (8-10),N/A,20% B,E,1 (2-16),5,12,4+4,14,1,3-8,Enfeeblement; Fear,Immunity to some spells,Nil,M (5-7'),20,Nil,Nil,N/A,1400,Dragon198,2e
Anguiliian,Monster,Temperate to Tropical,Oceans,Very Rare,Tribe,Night,Carnivore,Average (8-10),N/A,"(I,O,P,Qx10,X,Y)",LE,5-20 (10-60),4,"9, Sw 18",3,17,4,1-4(x2)/3-9/2-12,Drill; Clench; Rake; Dart,Immune to electricity; Susceptible to fire,Nil,M (6'),8-10,Nil,Nil,N/A,270 (Chief: 650),TSR 9539 - The Sea Devils,2e
Animal - Cenozoic - Agriotherium,Animal,Any,Savannahs,Uncommon,Solitary,Day,Omnivore,Animal (1),N/A,Nil,N,1-2,6,15,8,13,3,1-10(x3),Hug,Nil,Nil,L (10'),8-10,Nil,Nil,N/A,2000,Dragon167,2e
Animal - Cenozoic - Amphicyon,Animal,Temperate,Plains,Uncommon,Solitary,Day,Omnivore,Animal (1),N/A,Nil,N,1-2,6,15,7+7,13,3,2-8(x2)/1-8,Nil,Nil,Nil,M (6.5'),8-10,Nil,Nil,N/A,650,Dragon167,2e
Animal - Cenozoic - Anancus,Animal,Temperate,Forests,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,2-20,6,15,10+5,9,4,3-18(x2)/2-12(x2),Nil,Nil,Nil,L (10'),5-7,Nil,Nil,N/A,2000,Dragon167,2e
Animal - Cenozoic - Andrewsarchus,Animal,Temperate,Plains,Rare,Solitary,Day,Carnivore,Animal (1),N/A,Nil,N,1-2,6,15,9+9,11,1,3-18,Nil,Nil,Nil,L (13'),11-12,Nil,Nil,N/A,1400,Dragon167,2e
Animal - Cenozoic - Elephant - Dwarf,Animal,Subtropical,Wooded Islands,Rare,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,1-20,6,12,3,17,2,1-6(x2),Nil,Nil,Nil,S (3'),7,Nil,Nil,N/A,65,Dragon167,2e
Animal - Cenozoic - Eucladoceros,Animal,Temperate,Any,Rare,Solitary,Day,Herbivore,Animal (1),N/A,Nil,N,1-2,7,21,5,15,1 or 2,1-4(x2) or 3-18,Nil,Nil,Nil,L (7'),7,Nil,Nil,N/A,175,Dragon167,2e
Animal - Cenozoic - Giant Camel,Animal,Temperate,Plains,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,1-20,6,15,7,13,1 or 2,1-6 or 2-8(x2),Nil,Nil,Nil,L (11'),3,Nil,Nil,N/A,420,Dragon167,2e
Animal - Cenozoic - Giant Hippopotamus,Animal,Tropical,Fresh Water,Rare,Family,Special,Special,Non (0),N/A,Nil,N,1-4,4,"6, Sw 12",10+5,9,1,5-20 or 4-16,Surprise,Nil,Nil,L (12'),5-7,Nil,Nil,N/A,1400 to 2000,Dragon167,2e
Animal - Cenozoic - Megalania,Animal,Any,Savannahs,Rare,Solitary,Night,Special,Non (0),N/A,Nil,N,1-4,5,15,7,13,1,2-16 or 2-5,Nil,Nil,Nil,G (26'),8-10,Nil,Nil,N/A,650,Dragon167,2e
Animal - Cenozoic - Metridiochoerus,Animal,Tropical,Forests,Uncommon,Family,Special,Special,Non (0),N/A,Nil,N,1-10,6,15,5,15,2,2-12(x2),Nil,Nil,Nil,M (3.5'),8-10,Nil,Nil,N/A,175,Dragon167,2e
Animal - Cenozoic - Pelorovis,Animal,Any,Savannahs,Common,Herd,Special,Special,Non (0),N/A,Nil,N,4-40,6 (3),15,6,15,2,1-10(x2),Charge,Nil,Nil,M (6'),12,Nil,Nil,N/A,420,Dragon167,2e
Animal - Cenozoic - Sarkastodon,Animal,Temperate,Plains,Uncommon,Solitary,Special,Special,Non (0),N/A,Nil,N,1-12,6,12,9,11,3,1-12(x3),Nil,Nil,Nil,L (10'),14,Nil,Nil,N/A,2000,Dragon167,2e
Animal - Domestic - Aprig,Animal,Any,Verdant Belt,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,2-20,4,9,1-1,20,1,1-4,Nil,Nil,Nil,S (2-3'),10,Nil,Nil,N/A,15,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Animal - Domestic - Athas - Aprig,Animal,Verdant belt (Athas),Any,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,2-20,4,9,1-1,20,1,1-4,Nil,Nil,Nil,S (2-3'),10,Nil,Nil,N/A,15,TSR 2438 - Dark Sun Campaign Setting (Revised),2e
Animal - Domestic - Athas - Carru,Animal,Verdant belt (Athas),Any,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,5-50,7,12,3+3,17,2,1-6(x2),Toss; Trample,Nil,Nil,L (10'),9,Nil,Nil,N/A,175,TSR 2438 - Dark Sun Campaign Setting (Revised),2e
Animal - Domestic - Athas - Erdlu,Animal,Tablelands/Hinterlands (Athas),Any,Common,Flock,Day,Omnivore,Animal (1),N/A,Nil,N,50-500,7,12,3,18,2,1-6/1-4,Nil,Speed,Nil,M (7'),10,Nil,Nil,N/A,65,TSR 2400 - Dark Sun Boxed Set,2e
Animal - Domestic - Athas - Inix,Animal,Tablelands/Hinterlands (Athas),Any,Uncommon,Solitary,Day,Herbivore,Animal (1),N/A,Nil,N,1 or 2,6,15,6,15,2,1-6/1-8,Crush,Nil,Nil,H (16'),12,Nil,Nil,N/A,650,TSR 2400 - Dark Sun Boxed Set,2e
Animal - Domestic - Athas - Kank,Vermin,Tablelands/Hinterlands (Athas),Any,Common,Hive,Any,Omnivore,Animal (1),N/A,Nil,N,50-500,5,15,2,19,1,1-6,Poison,Nil,Nil,L (8'),14,Nil,Nil,N/A,35,TSR 2400 - Dark Sun Boxed Set,2e
Animal - Domestic - Athas - Mekillot,Animal,Tablelands/Hinterlands (Athas),Any,Rare,Solitary,Day,Omnivore,Animal (1),N/A,Nil,N,1 or 2,7 (9),9,11,9,1,1-8,Swallow; Crush,Nil,Nil,G (30'),12,Nil,Nil,N/A,6000,TSR 2400 - Dark Sun Boxed Set,2e
Animal - Domestic - Athas - Mulworm,Vermin,Verdant belt (Athas),Any,Uncommon,Solitary,Any,Leaves,Non (0),N/A,Nil,N,10-10000,10,"3, Fl 12 (D)",1/8,N/A,Nil,Nil,Poison,Nil,Nil,"T (8"")",Nil,Nil,Nil,N/A,35,TSR 2438 - Dark Sun Campaign Setting (Revised),2e
Animal - Domestic - Athas - Sygra,Animal,Verdant belt (Athas),Any,Common,Flock,Day,Omnivore,Animal (1),N/A,Nil,N,1-20,7,12,1,20,3 or 2,1-3(x2)/2-8,Gore,Nil,Nil,S (3-4'),9,Nil,Nil,N/A,65,TSR 2438 - Dark Sun Campaign Setting (Revised),2e
Animal - Domestic - Carru,Animal,Any,Verdant Belt,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,5-50,7,12,3+3,17,2,1-6(x2),Toss; Trample,Nil,Nil,L (10'),9,Nil,Nil,N/A,175,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Animal - Domestic - Mulworm,Animal,Any,Verdant Belt,Uncommon,Solitary,Any,Leaves,Non (0),N/A,Nil,N,1-10000,10,"3, Fl 12 (D)",1/8,N/A,Nil,Nil,Poison,Nil,Nil,"T (8"")",N/A,Nil,Nil,N/A,35 or 7,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Animal - Domestic - Sygra,Animal,Any,Verdant Belt,Common,Flock,Day,Omnivore,Animal (1),N/A,Nil,N,1-20,7,12,1,20,3 or 2,1-3(x2)/2-8,Gore,Nil,Nil,S (3-4'),9,Nil,Nil,N/A,65 or 35,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Animal - Herd - Jankz,Animal,Any,Sandy Wastes and Stony Barrens,Common,Community,Night,Herbivore,Animal (1),N/A,"K,Q,U",N,1-1000,6,12,1+1,19,1,1,Poison,Nil,Nil,T (1'),11,Nil,Nil,N/A,35,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Herd - Kip,Animal,Any,Scrub Plains,Common,Herd,Night,Omnivore,Animal (1),N/A,Special,N,1-100,4,6,1+2,19,2,1-3,Pheromones,Pheromones,Nil,S (2-4'),8,Nil,Nil,N/A,65,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Herd - Z'tal,Animal,Any,Any,Common,Leap,Day,Omnivore,Non (0),N/A,Special,N,1-20,5,12,2+2,19,2,1/1-6,Sonics,Sonics,Nil,S (2-3'),5,Nil,Nil,N/A,120,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Household - Critic,Animal,Any,Any,Uncommon,Solitary,Night,Carnivore,Animal (1),N/A,Special,N,1,5,12,1+1,19,1,1,Nil,Special,Nil,"T (17"")",3,25,Nil/M-,N/A,35,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Household - Hurrum,Vermin,Any,Any,Common,Solitary,Any,Omnivore,Semi (2-4),N/A,Special,N,1,8,6 (12),1-1,20,1,1,Nil,Nil,Nil,"T (1"")",9,Nil,Nil,N/A,15,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Household - Ock'n,Vermin,Any,Any,Common,Solitary,Any,Scavenger,Non (0),N/A,Special,N,1-10,8,1/10,1/2,20,0,0,Nil,Nil,Nil,"T (1/2"")",None,Nil,Nil,N/A,7,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Household - Renk,Vermin,Any,Any,Common,Solitary,Any,Scavenger,Non (0),N/A,Special,N,1,10,1/10,1/4,20,0,0,Nil,Nil,Nil,"T (2"")",None,Nil,Nil,N/A,7,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Animal - Pleistocene - Axebeak,Animal,Any,Plains,Uncommon,Flock,Day,Carnivore,Animal (1),N/A,Nil,N,1-6,6,18,3,17,3,1-3(x2)/2-8,Nil,Nil,Nil,L (7'),5-7,Nil,Nil,N/A,65,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal - Pleistocene - Balucitherium,Animal,Any,Plains,Rare,Solitary,Day,Herbivore,Semi (2-4),N/A,Nil,N,1-3,5,12,14,7,2,5-20(x2),Nil,Nil,Nil,H (25'),8-10,Nil,Nil,N/A,8000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal - Pleistocene - Irish Deer,Animal,Any,Forests,Rare,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,1-8,7,18,4,17,1 or 2,2-12,Nil,Nil,Nil,L (7'),8-10,Nil,Nil,N/A,120,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal - Pleistocene - Megatherium,Animal,Any,Forests,Uncommon,Solitary,Any,Herbivore,Animal (1),N/A,Nil,N,1-6,6,6,10,11,2,2-12(x2),Nil,Nil,Nil,H (20'),8-10,Nil,Nil,N/A,1400,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal - Pleistocene - Phororhacos,Animal,Any,Plains,Uncommon,Flock,Day,Carnivore,Animal (1),N/A,Nil,N,2-12,6,"15, Jp 16",7+7,13,3,1-4(x2)/2-12,Jump,Nil,Nil,L (10'),8-10,Nil,Nil,N/A,650,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal - Pleistocene - Titanothere,Animal,Any,Plains,Uncommon,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,1-12,6,12,12,9,1,2-16,Trample,Nil,Nil,H (16'),8-10,Nil,Nil,N/A,2000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal - Pleistocene - Wooly Rhino,Animal,Any,Plains,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,1-4,5,12,10,11,1,2-12,Charge,Nil,Nil,L (15'),8-10,Nil,Nil,N/A,1400,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Animal Lord - Cat Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,N,Unique,3,21,15 (122 hp),5,Special,Special,Magic weapons; Rake; Darts,Danger sense,50%,Special,15-16,Nil,Nil,N/A,24000,"TSR 2118 - Monstrous Compendium, Outer Planes Appendix",2e
Animal Lord - Cat Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,NG,Unique,3,21,15 (122 hp),5,Special,Special,Magical Weapons; Rake; Darts,Danger sense,50%,Special,15-16,Nil,Nil,N/A,18000,TSR 2602 - Monstrous Compendium - Planescape Appendix I,2e
Animal Lord - Hawk Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,NG,Unique,4,"12, Fl 24 (C)",15 (122 hp),5,Special,Special,Dive,Danger sense,50%,Special,15-16,Nil,Nil,N/A,18000,TSR 2602 - Monstrous Compendium - Planescape Appendix I,2e
Animal Lord - Hawk Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,N,Unique,4,"12, Fl 24 (C)",15 (122 hp),5,Special,Special,Dive,Danger sense; Weapon immunity,50%,Special,15-16,Nil,Nil,N/A,24000,"TSR 2118 - Monstrous Compendium, Outer Planes Appendix",2e
Animal Lord - Lizard Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,NG,Unique,3,15,15 (122 hp),5,Special,Special,Hypnotism,Danger sense; Weapon immunity,50%,Special,15-16,Nil,Nil,N/A,18000,TSR 2602 - Monstrous Compendium - Planescape Appendix I,2e
Animal Lord - Wolf Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,N,Unique,5,15,15 (122 hp),5,Special,Special,Poison,+1 to hit; Danger sense,50%,Special,15-16,Nil,Nil,N/A,24000,"TSR 2118 - Monstrous Compendium, Outer Planes Appendix",2e
Animal Lord - Wolf Lord,Outsider,Beastlands,Any,Very Rare,Solitary,Any,Carnivore,Exceptional (15-16),N/A,Nil,NG,Unique,5,15,15 (122 hp),5,Special,Special,Poison,Danger sense; Weapon immunity,50%,Special,15-16,Nil,Nil,N/A,18000,TSR 2602 - Monstrous Compendium - Planescape Appendix I,2e
Animator - Common,Monster,Ravenloft,Any,Very Rare,Solitary,Any,Karmic resonances,Exceptional (15-16),N/A,Nil,CE,1,Varies,12,Varies,Varies,1,1-8,Varies,Varies,Nil,M to L (4-12'),8-10,Nil,Nil,N/A,Varies,"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Animator - Greater,Monster,Ravenloft,Any,Very Rare,Solitary,Any,Karmic resonances,Exceptional (15-16),N/A,Nil,CE,1,Varies,Nil,Varies,Varies,1,1-12,Spell ability,Spell immunity,Nil,L to G (12'+),8-10,Nil,Nil,N/A,Varies,"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Animator - Minor,Monster,Ravenloft,Any,Very Rare,Solitary,Any,Karmic resonances,Exceptional (15-16),N/A,Nil,CE,1,Varies,9,Varies,Varies,1,1-4,Nil,Spell immunity,Nil,"T to S (1"" to 4')",8-10,Nil,Nil,N/A,Varies,"TSR 2153 - Monstrous Compendium, Ravenloft Appendix III",2e
Animental,Outsider,Inner Planes,Any,Common,Solitary,Any,Varies,Varies,N/A,Nil,N,Varies,Varies,Varies,Varies,Varies,Varies,Varies,Varies,Varies,Nil,Varies,Varies,Varies,Varies,N/A,Varies,TSR 2635 - Monstrous Compendium - Planescape Appendix III,2e
Animus,Undead,Any,Any,Very Rare,Solitary,Any,Nil,Varies,N/A,Special,E,1,10,12,14,7 or better,1,By weapon +4,Special,Special,Nil,M,17-18,Nil,Nil,N/A,Varies,TSR 1064 - From the Ashes,2e
Ankheg,Magical Beast,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),15%,C,N,1-6,2 (4),"12, Br 6",3-8,N/A,1,3-18 +1-4,Squirt acid,Nil,Nil,L (10-20'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Ankheg,Magical Beast,Temperate to Tropical,Forests and Plains,Rare,Brood,Any,Omnivore,Non (0),N/A,C,N,1-6,2 (underside 4),"12, Br 6",3 to 8,17 to 13,1,3-18 (crush) + 1-4 (acid),Squirt acid,Nil,Nil,L-H (10'-20' Long),9,Nil,Nil,N/A,175-975,TSR 2140 - Monstrous Manual (Second Edition),2e
Ankou,Undead,Any,Inhabited,Very Rare,Solitary,Night,Nil,Low (5-7),N/A,Nil,NE,1,6,6,8,13,2,By weapon,Nil,Never surprised; Detects hidden and invisible beings (60' range),Nil,M,15-16,Nil,Nil,N/A,975,Dragon162,2e
Ant - Abyss,Outsider,The Abyss or Temperate,"Forests, Hills, and Plains",Uncommon (Abyss) or Very Rare (Prime),Colony,Any,Carnivore,Low (5-7),N/A,Nil,NE,50-300,3,18,3,17,2,1-6/3-8,Spit Acid,Special,Nil,S (2'),19-20,Nil,Nil,N/A,175,"TSR 2145 - Monstrous Compendium Annual, Volume One",2e
Ant - Giant,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Animal (1),10%,"Q(x3),S",N,1-100,3,18,2,N/A,1,1-6,Poison sting,Nil,Standard,S (2'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Ant - Giant Sugar,Vermin,Any,Any,Rare,Nest,Any,Omnivore,Animal (1),N/A,Nil,N,1-6,3,18,3,16,1,2-8,Nil,Nil,Nil,M (6'),9,Nil,Nil,N/A,35,Polyhedron095,2e
Ant - Giant Sugar Queen,Vermin,Any,Any,Rare,Nest,Any,Omnivore,Semi (2-4),N/A,Nil,N,1,5,18,6,13,1,2-12,Nil,Nil,Nil,L (10'),9,Nil,Nil,N/A,175,Polyhedron095,2e
Ant - Piranha,Vermin,Temperate,Urban,Rare,Colony,Any,Carnivore,Animal (1),N/A,Nil,N,Special,10,6,1 hp per 10 ants,Special,1,Special,Surprise,Nil,Nil,Special,20,Nil,Nil,N/A,2000 per swarm,Dragon Annual 1998,2e
Ant - Piranha,Vermin,Temperate,Urban,Rare,Colony,Any,Carnivore,Average (8),N/A,Nil,N,Special,10,6,1 hp per 10 ants,Special,1,Special,Surprise,Nil,Nil,T,20,Nil,Nil,N/A,2000 per swarm,Dragon Annual 3 1998,2e
Ant Lion,Vermin,N/A,N/A,Rare,N/A,N/A,N/A,Animal (1),95%,Special,N,1,2,"9, Br 1",9,N/A,1,5-20,Special,Nil,Standard,L,N/A,Nil,Nil,VI,575+10,TSR 2016 - Monster Manual II (First Edition),1e
Antloid - Desert - Dynamis,Vermin,Any,Sandy Wastes,Rare,Warrens,Any,Omnivore,Low (5-7),N/A,Nil,N,1-10,6,12,4+2,17,1,1-6,Psionics,Psionics,Nil,L (10'),15,100,"Nil/IF,MB",N/A,270,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Antloid - Desert - Queen,Vermin,Any,Sandy Wastes,Very Rare,Warrens,Any,Omnivore,Semi (2-4),N/A,"J,K,N,U",N,1,10,3,8+1,13,1,0,Pheromones,Pheromones,Nil,H (20'+),13,Nil,Nil,N/A,975,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Antloid - Desert - Soldier,Vermin,Any,Sandy Wastes,Uncommon,Warrens,Any,Omnivore,Animal (1),N/A,Nil,N,1-20,3,18,6+1,15,1,3-18,Poison,Nil,Nil,L (10'),13,Nil,Nil,N/A,420,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Antloid - Desert - Worker,Vermin,Any,Sandy Wastes,Uncommon,Warrens,Any,Omnivore,Animal (1),N/A,Nil,N,1-100,6,12,3,17,1,13-18,Nil,Nil,Nil,L (8'),10,Nil,Nil,N/A,120,"TSR 2405 - Monstrous Compendium, Dark Sun Appendix I",2e
Antold,Monstrous Humanoid,N/A,N/A,Rare,N/A,N/A,N/A,1-12,85%,1/2 R,NE,3-18,6,12,1 to 3,N/A,2,1-4/by weapon,Special,Limited ESP,Nil,S,N/A,Nil,Nil,N/A,N/A,Dragon032,1e
Anuchu,Monstrous Humanoid,N/A,N/A,Very Rare,N/A,N/A,N/A,Very to Genius (11-18),20%,"M (Q,Z)",NG,10-200,8,12,1+1,N/A,1,1-4 or by weapon,Missile use (+2 with bows); Possible spell use; Surprise on 1-4,Possible spell use,Standard,M,N/A,1% chance,Varies,II,44+2,Dragon119,1e
An-Ur (The Wandering Death),Dragon,Ethereal plane,Any,Unique,Solitary,Any,Ethereal matter,Genius (17),N/A,Nil,NE,1,-4 (-9),"Special (9, Fl 18 (C), Sw 6)",18 (140 hp),4,3 + special,2-8(x2)/3-36,Summon cyclone; Breath weapon; Spells,+3 to hit; Spells,25%,G (140'),19,Nil,Nil,N/A,32000,Dragon260,2e
Ape - Carnivorous,Animal,N/A,N/A,Rare,N/A,N/A,N/A,Low (5-7),10%,C,N,2-8,6,12,5,N/A,3,1-4(x2)/1-8,Rending,Nil,Standard,L (7'+),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Ape - Carnivorous - Glommer,Animal,N/A,N/A,N/A,N/A,N/A,N/A,Animal (1),N/A,Nil,NE,Unlisted,5,"12, Cl 18",6,13,4,1-4(x4) or by weapon,Throw rocks; Rending,Nil,Standard,M,N/A,Nil,Nil,N/A,N/A,Polyhedron026,1e
Ape - Carnivorous - Glommer,Animal,N/A,N/A,N/A,N/A,N/A,N/A,Animal (1),N/A,Nil,NE,Unlisted,5,"12, Cl 18",6,13,4,1-4(x4) or by weapon,Throw rocks; Rending,Nil,Standard,M,N/A,Nil,Nil,N/A,N/A,TSR 9187 - I11 - Needle,1e
Ape - Chimpanzee,Animal,N/A,N/A,Rare,N/A,N/A,N/A,Low (5-7),0%,Nil,N,2-20,6,"12, Cl 9",1+1,N/A,3,1-2(x3) or 1-2(x2)/1-3,Rending,Nil,Standard,M (5'),N/A,Nil,Nil,II,28+2,Dragon095,1e
Ape - Gargantuan - Oonga,Magical Beast,N/A,N/A,Unique,Solitary,N/A,N/A,Low to Average (5-10),100%,Special,N,1,2,"18, Charge 24",24+4 (288 hp),N/A,5,13-24(x2)/4-16/5-20(x2),Special,Special,100%,L (30'),N/A,Nil,Nil,N/A,31880,TSR 9153 - WG6 - Isle of the Ape,1e
